,video_id,channelTitle,title,description,tags,publishedAt,viewCount,likeCount,dislikeCount,favouriteCount,commentCount,duration,definition,caption,publishedDaytime,durationSecs,tagCount,title_no_stopwords
289,ns16J40HR3Y,Christian Dior,Dior Vanilla Diorama - In the making at La Colle Noire by Chef Julien Dugourd,,,2021-08-06 06:00:10+00:00,59539.0,1776.0,,,14.0,PT47S,hd,false,Friday,47.0,0,"['Dior', 'Vanilla', 'Diorama', '-', 'In', 'making', 'La', 'Colle', 'Noire', 'Chef', 'Julien', 'Dugourd']"
290,bOgyK48-wXg,Christian Dior,Dior Vanilla Diorama - The Encounter : François Demachy & Julien Dugourd,,,2021-08-06 05:00:21+00:00,16979.0,574.0,,,4.0,PT3M37S,hd,true,Friday,217.0,0,"['Dior', 'Vanilla', 'Diorama', '-', 'The', 'Encounter', ':', 'François', 'Demachy', '&', 'Julien', 'Dugourd']"
291,CZbIeLMd-8Y,Christian Dior,'Toile De Jouy' Silk Scarf Savoir-Faire,"Heritage codes meet a blend of artisanal and state-of-the-art techniques in this video capturing the making of our 'Toile de Jouy' silk scarves in the Dior Ateliers in Italy. From the hand drawn illustrations depicting lush flora and wild animals - an enchanting new spin on the House's hallmark motif by Maria Grazia Chiuri - to the hi-tech printing process, witness the elaborate production journey behind each scarf.

#DIOR #DiorSavoirFaire #DiorAW21 #MariaGraziaChiuri","['Dior', 'Christian Dior', 'Silk Scarves', 'Dior Savoir-Faire', 'Savoir-Faire', 'Craftsmanship', 'Silk', 'Scarves', 'Foulards', 'Toile de Jouy']",2021-08-05 13:19:54+00:00,58010.0,2131.0,,,36.0,PT55S,hd,false,Thursday,55.0,10,"[""'Toile"", 'De', ""Jouy'"", 'Silk', 'Scarf', 'Savoir-Faire']"
292,1_P_B3zA25o,Christian Dior,Victoire de Castellane Presents the 'Dior Rose' Universe,"""It's as if there was a Dior planet, a galaxy. And on this planet, new flowers were born,"" says Victoire de Castellane of her latest high jewelry opus, 'Dior Rose', honoring a House emblem. Set with vivid Myanmar sapphires, Colombian emeralds, rubies from Mozambique and a garden of gradient gems, the breathtaking collection – celebrating the metamorphosis of 30 Avenue Montaigne - honors the queen of flowers in all its expressions, from romantic to futuristic varieties adorned with giant opals.

#DIOR #DiorHauteJoaillerie #VictoiredeCastellane","['Dior', 'Christian Dior', 'Victoire de Castellane', 'Jewellery', 'Jewelry', 'High Jewelry', 'High Jewellery', 'Haute Joaillerie', 'Joaillerie', 'Dior Rose', 'Gemstones', 'Diamonds', 'Nature', 'Dior Savoir-Faire', 'Savoir-Faire', 'Heritage', 'Innovation', 'Creativity', 'Jewelry Collection']",2021-08-04 13:30:00+00:00,22692.0,759.0,,,38.0,PT1M56S,hd,true,Wednesday,116.0,19,"['Victoire', 'de', 'Castellane', 'Presents', ""'Dior"", ""Rose'"", 'Universe']"
293,Np6fdyLWFw0,Christian Dior,'Toile de Jouy' Medaillon Chair Savoir-Faire,"Crafted out of beechwood sourced from our forest in France's Vosges region, learn all about the savoir-faire behind the House’s toile de Jouy 'Medallion Chair', an emblem of the Dior art of living inspired by the founding couturier's love of 18th century architecture. Moving from the lumber mill to the fluting of the legs and the tapestry stage, discover what goes into the 50 hours of craftsmanship behind each piece.

#DIOR #DiorMaison #DiorSavoirFaire","['Dior', 'Christian Dior', 'Toile de Jouy', 'Medaillon Chair', 'Chair', 'Dior Savoir-Faire', 'Savoir-Faire', 'Craftsmanship', 'Dior Maison', 'Artisan']",2021-08-02 13:30:02+00:00,35727.0,1477.0,,,49.0,PT1M31S,hd,true,Monday,91.0,10,"[""'Toile"", 'de', ""Jouy'"", 'Medaillon', 'Chair', 'Savoir-Faire']"
294,Zq8hj7Qwa4U,Christian Dior,Le Jardin Dior de La Rose: Where Passion Meets Expertise,"LE JARDIN DIOR DE LA ROSE: WHERE PASSION MEETS EXPERTISE
In collaboration with Dior floral science experts like rose growers, botanists, agro-ecologists and landscapers, the House of Dior will design the ideal regenerative ecosystem for the flowers to flourish. Among them, Nicolas Sambet, a rose horticulturist, is devoted to caring for the new Dior rose garden near Granville.
#BeautyAsALegacy #DiorBeauty #DiorSkincare #JardinDiorDeLaRose",,2021-07-30 12:27:42+00:00,19607.0,731.0,,,33.0,PT58S,hd,true,Friday,58.0,0,"['Le', 'Jardin', 'Dior', 'de', 'La', 'Rose:', 'Where', 'Passion', 'Meets', 'Expertise']"
295,rQVIesYReuU,Christian Dior,The New Jardin Dior de la Rose,"THE NEW JARDIN DIOR DE LA ROSE
In 2021, near Granville, the new Jardin Dior de la Rose is becoming a garden of transmission and pioneering innovation. Building on years of organic cultivation principles, it goes beyond and commits to develop the first regenerative cosmetic rose cultivation.
#BeautyAsALegacy #DiorBeauty #DiorSkincare #JardinDiorDeLaRose",,2021-07-30 11:04:26+00:00,16260.0,644.0,,,16.0,PT45S,hd,false,Friday,45.0,0,"['The', 'New', 'Jardin', 'Dior', 'de', 'la', 'Rose']"
296,DqqCC1Zmc2s,Christian Dior,Slide into the 'Dioramour' mood,Cute comes naturally with the heart-motif Cannage of the #LadyDior and earbuds case in the #Dioramour capsule from #DiorAW21 by #MariaGraziaChiuri .,,2021-07-29 16:21:26+00:00,19451.0,1009.0,,,13.0,PT13S,hd,false,Thursday,13.0,0,"['Slide', ""'Dioramour'"", 'mood']"
297,F9t1Mf-HIwc,Christian Dior,Dior Untold - Podcast Episode 3: LE POUVOIR DU ROUGE,,,2021-07-28 17:57:41+00:00,6269.0,243.0,,,0.0,PT25M10S,hd,false,Wednesday,1510.0,0,"['Dior', 'Untold', '-', 'Podcast', 'Episode', '3:', 'LE', 'POUVOIR', 'DU', 'ROUGE']"
298,hpadIFqGCQE,Christian Dior,Dior Untold - Podcast Episode 3: THE POWER OF RED,,,2021-07-28 17:57:36+00:00,4554.0,158.0,,,0.0,PT25M15S,hd,false,Wednesday,1515.0,0,"['Dior', 'Untold', '-', 'Podcast', 'Episode', '3:', 'THE', 'POWER', 'OF', 'RED']"
299,YSeP-OP5Dsg,Christian Dior,The Dior Autumn-Winter 2021-2022 Women's Campaign,"For the House's new women's campaign, the fairy-tale-inspired universe of the Dior Autumn-Winter 2021-2022 collection by Maria Grazia Chiuri comes alive through the lens of Elizaveta Porodina. Forming subtly abstract compositions, this series of shots highlights Dior's emblems and codes, such as the reinterpreted cannage motif and leopard print, or irresistible scarves with a Sixties vibe, with models embodying the modern spirit of silhouettes shrouded in mystery.

#DIOR #DiorAW21 #MariaGraziaChiuri","['Dior', 'Christian Dior', 'Maria Grazia Chiuri', 'Fairy Tales', 'Autumn-Winter', 'Autumn-Winter 2021-2022', ""Women's collection"", ""Women's clothes"", 'Dresses', 'Alice in Wonderland', 'Dioramour', 'Fairy Tale', 'Protofeminism', 'Christian Dior Couture', 'Collection', 'Campaign']",2021-07-27 13:09:59+00:00,509952.0,1000.0,,,33.0,PT58S,hd,false,Tuesday,58.0,16,"['The', 'Dior', 'Autumn-Winter', '2021-2022', ""Women's"", 'Campaign']"
300,6yqvCiNwfaI,Christian Dior,The Loved-Up 'Dioramour' Capsule,"Get in the mood for love with the 'Dioramour' capsule from the Dior Autumn-Winter 2021-2022 collection by Maria Grazia Chiuri, inspired by the magical world of fairy tales. Punctuated with hearts, the 'D-Chess' checkerboard print and the 'D-Royaume d'Amour' motif adorn sporty wardrobe essentials and emblematic must-haves like the 'Dior Addict' sneakers and the 'Dior Book Tote', telegraphing a singular liberated sense of femininity.

© Fabien Baron

#DIOR #Dioramour #MariaGraziaChiuri","['Dior', 'Christian Dior', 'Dior Couture', 'Dioramour', 'Dior Autumn-Winter 2021-2022', ""Women's collection"", 'Capsule collection', 'Lady Dior', 'Lady D-Lite', 'Dior Micro Bag', 'Fairy Tales', 'Maria Grazia Chiuri', 'Alice in Wonderland']",2021-07-26 13:30:01+00:00,17068.0,774.0,,,39.0,PT30S,hd,false,Monday,30.0,13,"['The', 'Loved-Up', ""'Dioramour'"", 'Capsule']"
301,4FdNJEtT_Bg,Christian Dior,Maripol Shares Her Life's Story,"In between snapping Polaroids for the campaign for the Dior Fall 2021 collection by Maria Grazia Chiuri, French photographer and stylist legend Maripol shares her life's story, from moving to New York in the late Seventies, where she got to hang out with Andy Warhol, Jean-Michel Basquiat, and Blondie, to her special relationship with our Creative Director of women’s collection today.
 
#DIOR #DiorFall21 #MariaGraziaChiuri #Maripol","['Dior', 'Christian Dior', 'Maripol', 'Fall 2021', ""Women's collection"", 'Maria Grazia Chiuri', 'photographer', 'interview', 'Dior Couture', 'Dior Fall 2021']",2021-07-24 13:30:03+00:00,7711.0,330.0,,,10.0,PT2M4S,hd,true,Saturday,124.0,10,"['Maripol', 'Shares', 'Her', ""Life's"", 'Story']"
302,lQQmPD0m62w,Christian Dior,What's inside Gillian Anderson's Lady Dior bag? - Episode 7,"In the latest episode of ""In My Lady…"", actress Gillian Anderson puts her 'Lady Dior' carrying capacities to the test, playfully unpacking emergency chocolate, silk eye masks, dental floss and even a tape measure, revealing her DIY instincts.

#DIOR #LadyDior #GillianAnderson","['Dior', 'Christian Dior', 'Dior Couture', 'Gillian Anderson', 'Lady Dior', ""Women's collection"", 'Leather goods', 'Bags', 'Lady D-Lite', 'Maria Grazia Chiuri']",2021-07-23 16:49:31+00:00,926282.0,22092.0,,,463.0,PT4M53S,hd,true,Friday,293.0,10,"[""What's"", 'inside', 'Gillian', ""Anderson's"", 'Lady', 'Dior', 'bag?', '-', 'Episode', '7']"
303,5xnTJn1xOOE,Christian Dior,'Lady Dior' Micro-Bag Savoir-Faire,"From the preliminary sketch to the creation of the signature 'cannage' quilting and the delicate seal - punctuated by a golden ""Christian Dior"" signature – in the House's leatherworking Atelier in Italy, discover the making of the miniature 'Lady Dior' from the new Dior micro-bags series, exalting the bag’s graphic lines and codes in new dimensions through Dior savoir-faire.

#DIOR #LadyDior #DiorMicroBag #MariaGraziaChiuri",,2021-07-22 16:23:07+00:00,181325.0,4623.0,,,52.0,PT1M3S,hd,true,Thursday,63.0,0,"[""'Lady"", ""Dior'"", 'Micro-Bag', 'Savoir-Faire']"
304,M4ZMEoyc9Kk,Christian Dior,'Dior Signature' Sunglasses Savoir-Faire,"Discover the making of the new 'Dior Signature' sunglasses, from the creation of the 2D scaled drawings in the Dior Ateliers to the perfecting of the prototypes with Thélios, the LVMH Group's eyewear expert. Inspired by the iconic 'Dior Book Tote' bag, combining the 'Christian Dior' signature and graphic gold stripes, the bold shades also nod to the Dior collections of the '70s, combining large volumes, beveling details and taut lines in a fusion of industrial technicity and savoir-faire.

#DIOR #DiorSignature #MariaGraziaChiuri #DiorSavoirFaire","['Dior', 'Christian Dior', 'Christian Dior Couture', 'Dior Savoir-Faire', 'Dior Eyewear', 'Dior Signature', 'Sunglasses', 'Frames', 'Accessories', 'Savoir-Faire', 'Know-How', 'Craftsmanship', 'Thélios', 'Paris', '2021']",2021-07-21 17:04:45+00:00,39299.0,1068.0,,,36.0,PT1M41S,hd,true,Wednesday,101.0,15,"[""'Dior"", ""Signature'"", 'Sunglasses', 'Savoir-Faire']"
305,Gc4rBYiOX2A,Christian Dior,Adrien Brody talks unique experiences at Cannes,"Actor Adrien Brody sits down to chat about the magnetic and creative ambiance of the 74th Festival de Cannes where the Wes Anderson-directed 'The French Dispatch' in which he stars is in competition. Discussing being part of the film's ""troupe"", he also enthuses about his ""knockout"" black 'Tailleur Oblique' tuxedo by Kim Jones.

#DIOR #DiorCannes #AdrienBrody","['Dior', 'Christian Dior', 'Adrien Brody', 'Kim Jones', 'Festival de Cannes', 'Dior Cannes', 'Cannes Festival', 'Cinema', 'Stars in Dior']",2021-07-20 13:30:02+00:00,26194.0,865.0,,,24.0,PT1M2S,hd,true,Tuesday,62.0,9,"['Adrien', 'Brody', 'talks', 'unique', 'experiences', 'Cannes']"
306,fu4oOTHwobo,Christian Dior,The Dior Winter 2021-2022 Men's Campaign,"Rafael Pavarotti for the Dior Winter 2021-2022 men's campaign brings to life the exceptional pieces created by Kim Jones in collaboration with Peter Doig through a playful, painterly filter, from modern tailoring looks inspired by ceremonial wear to the new camouflage 'Saddle' bag and the season’s signature hats and berets, produced as part of a captivating dialogue between Stephen Jones and the British artist.

#DIOR #DiorWinter21 #KimJones","['Dior', 'Christian DIOR', 'Kim Jones', 'Jason Yan Francis', ""Dior Men's Winter 2021"", 'Winter 2021', ""Men's Winter"", ""Men's Winter 2021"", ""Men's collection"", ""Men's clothes"", 'Peter Doig', 'Modern', 'Elegance', 'Camo', 'Hats', 'Berets']",2021-07-19 13:00:28+00:00,277147.0,1036.0,,,55.0,PT30S,hd,false,Monday,30.0,16,"['The', 'Dior', 'Winter', '2021-2022', ""Men's"", 'Campaign']"
307,wLOyeIbSsFg,Christian Dior,Dior Spring-Summer 2021 Haute Couture Embroidery Savoir-Faire,"Peer inside the ateliers to uncover some of the savoir-faire behind the Dior Spring-Summer 2021 Haute Couture by Maria Grazia Chiuri black organza dress worn by actress Elsa Zylberstein on the 74th Festival de Cannes red carpet. The focus here is on the dotted embroidery, realized by Atelier Safrane Cortambert, in antique-effect gold thread that has been ingeniously scaled to spread out as it descends to the hem.

#DIOR #DiorCannes #DiorSavoirFaire #DiorCouture","['Dior', 'Christian Dior', 'Dior Cannes', 'festival de Cannes', 'Celebrities', 'Stars in Dior', 'Dior Savoir-Faire', 'Savoir-Faire', 'Know-How', 'Atelier Dior', 'Atelier', 'Craftsmanship', 'Plumeti', 'Dior Spring-Summer 2021', 'Dior Couture', 'Maria Grazia Chiuri', 'Safrane Cortambert']",2021-07-16 13:44:28+00:00,66643.0,1243.0,,,21.0,PT1M2S,hd,true,Friday,62.0,17,"['Dior', 'Spring-Summer', '2021', 'Haute', 'Couture', 'Embroidery', 'Savoir-Faire']"
308,iOaJaMILMy4,Christian Dior,The Dior x Vogue Paris dinner at the 74th Festival de Cannes,"Enjoy exclusive access to the Dior x Vogue Paris dinner held during the 74th Festival de Cannes at which stars and House friends wearing looks by Maria Grazia Chiuri and Kim Jones - from Maggie Gyllenhaal, Sandrine Kiberlain and Lucas Bravo to Mélanie Thierry, Jeanne Damas and Virginie Efira - talk fondly and funnily about their experiences at the legendary film festival.

© Daniel Darmon

#DIOR #DiorCannes","['Dior', 'Christian Dior', 'Dior Cannes', 'Celebrities', 'Stars in Dior', 'Gad Elmaleh', 'Daphne Patakia', 'Lucas Bravo', 'Maggie Gyllenhaal', 'Mélanie Thierry', 'Jeanne Damas', 'Virginie Efira', 'Cannes 2021', 'Cannes', 'Festival de Cannes', 'Dior x Vogue', 'Dîner Dior x Vogue', 'Vogue', 'Vogue Paris']",2021-07-15 15:12:52+00:00,20309.0,557.0,,,7.0,PT1M56S,hd,true,Thursday,116.0,19,"['The', 'Dior', 'x', 'Vogue', 'Paris', 'dinner', '74th', 'Festival', 'de', 'Cannes']"
309,DeUcZ2Ox5jg,Christian Dior,Peter Philips Makeup Talks - Autumn Winter 2021-2022,"Get to know the story behind the look of the #DiorCouture Autumn-Winter 2021-2022 show. Follow Peter Philips, Creative & Image Director of Dior Makeup, and the Dior models backstage!",,2021-07-15 09:30:51+00:00,16268.0,591.0,,,28.0,PT1M11S,hd,false,Thursday,71.0,0,"['Peter', 'Philips', 'Makeup', 'Talks', '-', 'Autumn', 'Winter', '2021-2022']"
310,QOqQbs_w3Lw,Christian Dior,Peter Philips Makeup Talks - Dior Summer 22 Men's Collection,"Get to know @peterphilipsmakeup's, Creative & Image Director of Dior Makeup, beauty tips for the Dior Summer 2022 Men show looks. Get ready to be a backstage insider!",,2021-07-15 09:30:07+00:00,7613.0,283.0,,,9.0,PT1M30S,hd,true,Thursday,90.0,0,"['Peter', 'Philips', 'Makeup', 'Talks', '-', 'Dior', 'Summer', '22', ""Men's"", 'Collection']"
311,-Ri0YF0Zpgk,Christian Dior,Cara Delevingne's Dior Autumn-Winter 2021-2022 Haute Couture Day Diary,"It was Dior Autumn-Winter 2021-2022 Haute Couture show day and, at her hotel, Cara Delevingne was getting ready to discover the new collection by Maria Grazia Chiuri. Join the Dior Makeup face as she goes from a Dior Chez Moi bathrobe to full-on flawless elegance, nipping backstage for a quick lip touch-up by Peter Philips, Creative and Image Director of Dior Makeup, and then sharing her post-show thoughts.

© Melinda Triana

#DIOR #DiorCouture #MariaGraziaChiuri #CaraDelevingne","['Dior', 'Christian Dior', 'Cara Delevingne', ""Women's collection"", 'Dior Couture', 'Haute Couture', 'Dior Oblique', 'VIPS', 'Getting Ready', 'Dior Makeup', 'Makeup', 'Maria Grazia Chiuri', 'Autumn-Winter 2021-2022', 'Autumn-Winter', 'Dior AW21', 'Cara']",2021-07-12 16:00:00+00:00,216272.0,3089.0,,,92.0,PT1M52S,hd,true,Monday,112.0,16,"['Cara', ""Delevingne's"", 'Dior', 'Autumn-Winter', '2021-2022', 'Haute', 'Couture', 'Day', 'Diary']"
312,5HTZU1OPyns,Christian Dior,Reassessing the role of sewing,"Her book 'Threads of Life: A History of the World Through the Eye of a Needle' was the spark for the Dior Autumn-Winter 2021-2022 Haute Couture collection by Maria Grazia Chiuri. And here Clare Hunter talks about the outsized importance of the humble craft of sewing throughout history as a visual language, a personal expression of place and identity, and a way of connecting people and of sharing ideas and influence around the world. 

© Melinda Triana
Clare Hunter is a community textile artist, curator & author based in Scotland. Threads of Life is published by Sceptre, Hodder & Stoughton (UK), Abrams Press (US), Bollati Boringhieri (Italy) & Uitgeverij Balans (Amsterdam).

#DIOR #DiorCouture #MariaGraziaChiuri","['Dior Christian Dior', 'Christian Dior', 'Dior', 'Maria Grazia Chiuri', ""Women's collection"", 'Dior Couture', 'haute couture', 'Couture', 'Clare Hunter', 'Book', 'Inspiration', 'Collection', 'Autumn-Winter 2021-2022', 'Dior Autumn-Winter 2021-2022', 'Autumn-Winter', ""Women's clothes"", 'Women']",2021-07-12 08:07:50+00:00,27440.0,911.0,,,20.0,PT1M56S,hd,true,Monday,116.0,17,"['Reassessing', 'role', 'sewing']"
313,uP08HpH93HE,Christian Dior,Savoir-faire of Dior Autumn-Winter 2021-2022 Haute Couture Basketweave Gowns,"In the House’s atelier flou, three evening dresses from the Dior Autumn-Winter 2021-2022 Haute Couture collection by Maria Grazia Chiuri were realised with a specific savoir-faire that wove softly pleated chiffon bands together for organic-effect bodices that segued into sweeping skirts, spilling ruffles and a branching braided back.

#DIOR #DiorCouture #MariaGraziaChiuri","['Dior', 'Christian Dior', 'Dior Savoir-Faire', 'haute couture', 'Dior Couture', 'Maria Grazia Chiuri', 'Autumn-Winter 2021-2022', ""Women's collection"", 'Know-How', 'Braiding', 'Craftsmanship']",2021-07-11 18:07:21+00:00,66379.0,1987.0,,,41.0,PT1M2S,hd,true,Sunday,62.0,11,"['Savoir-faire', 'Dior', 'Autumn-Winter', '2021-2022', 'Haute', 'Couture', 'Basketweave', 'Gowns']"
314,DO3D1KejZJM,Christian Dior,The texture and tactility of Dior Autumn-Winter 2021-2022 Haute Couture tweeds,"An essential element of the focus on fabric that defines Autumn-Winter 2021-2022 Haute Couture by Maria Grazia Chiuri, a number of tweeds were specially developed for the collection by the Lanificio Luigi Colombo mill in Italy. Even in a facility of this caliber, the textiles underwent a large amount of manual manipulation to ensure they attained the tactility required. Meanwhile, softly fluttering feathers were also used to replicate the same speckled effects.

© Melinda Triana

#DIOR #DiorCouture #MariaGraziaChiuri","['Dior', 'Christian Dior', 'Maria Grazia Chiuri', 'Haute Couture', 'Dior Couture', 'Tweeds', 'Transformed Tweeds', 'Savoir-faire', 'Dior Savoir-faire', 'Know-How', ""Women's collection"", 'Autumn-Winter 2021-2022', 'Dior Autumn-Winter 2021-2022', 'Autumn-Winter', 'Fashion Show', 'Runway']",2021-07-11 09:25:16+00:00,69039.0,1831.0,,,31.0,PT1M45S,hd,true,Sunday,105.0,16,"['The', 'texture', 'tactility', 'Dior', 'Autumn-Winter', '2021-2022', 'Haute', 'Couture', 'tweeds']"
315,ev737N6h2D8,Christian Dior,The Story Behind The Autumn-Winter 2021-2022 Haute Couture Show Set,"Moved by the beauty of the embroidered walls of the Sala dei Ricami at the Palazzo Colonna in Rome, the artist Eva Jospin created ‘Chambre de Soie’, an immense artwork that provided the scenographic focus of the Dior Autumn-Winter 2021-2022 Haute Couture show from Maria Grazia Chiuri. Here, she discusses the ideas behind the work and her exchange with the Chanakya School of Craft in Mumbai on undertaking the enormous task of reproducing it as embroidery. 

© Film by Melinda Triana
Photo by Sophie Carre

#DIOR #DiorCouture #MariaGraziaChiuri","['Dior', 'Christian Dior', 'Dior Couture', 'Haute Couture', 'Maria Grazia Chiuri', 'Eva Jospin', 'Chanakya School', 'Mumbai', 'Paris', 'Artwork', 'Embroidery', 'Chambre de Soie', 'Making-of set', 'Scenography', 'Autumn-Winter 2021-2O22', 'Autumn-Winter']",2021-07-10 17:00:17+00:00,28664.0,920.0,,,27.0,PT1M54S,hd,true,Saturday,114.0,16,"['The', 'Story', 'Behind', 'The', 'Autumn-Winter', '2021-2022', 'Haute', 'Couture', 'Show', 'Set']"
316,0LdcN18Yan8,Christian Dior,Patchwork Savoir-Faire for Dior Autumn-Winter 2021-2022 Haute Couture,"An opera coat in the Dior Autumn-Winter 2021-2022 Haute Couture collection by Maria Grazia Chiuri has been pieced together by embroidery specialist Vermont as a patchwork of floral-print satins and velvets that channel the theme of the communality of needlework around the world.

© Melinda Triana / Vermont Paris 

#DIOR #DiorCouture #MariaGraziaChiuri","['Dior', 'Christian Dior', 'Maria Grazia Chiuri', 'Dior Couture', 'Haute Couture', ""Women's collection"", 'Autumn-Winter 2021-2022', 'Autumn-Winter', 'Opera Coat', 'Vermont', 'Atelier Vermont', 'Vermont Paris', 'Savoir-Faire', 'Know-how', 'Excellence', 'Craftsmanship']",2021-07-10 09:00:00+00:00,182999.0,4684.0,,,75.0,PT1M4S,hd,true,Saturday,64.0,16,"['Patchwork', 'Savoir-Faire', 'Dior', 'Autumn-Winter', '2021-2022', 'Haute', 'Couture']"
317,6UVYIaGYQ2M,Christian Dior,Stars In Dior At The Autumn-Winter 2021-2022 Haute Couture Show,"Attending the Dior Autumn-Winter 2021-2022 Haute Couture show from Maria Grazia Chiuri, a selection of guests and models - including Jennifer Lawrence, Jessica Chastain and Monica Bellucci - talk about the craft of embroidery and pick out their favorite pieces from the collection.

© Daniel Darmon

#DIOR #DiorCouture #MariaGraziaChiuri","['Dior', 'Christian Dior', 'Dior Couture', 'Dior Haute Couture', 'Haute couture collection', ""women's collection"", 'VIPS', 'Celebrities', 'Stars in Dior', 'Jennifer Lawrence', 'Cara delevingne', 'reaction to the show', 'fashion show']",2021-07-09 22:29:55+00:00,229564.0,2626.0,,,129.0,PT1M56S,hd,true,Friday,116.0,13,"['Stars', 'In', 'Dior', 'At', 'The', 'Autumn-Winter', '2021-2022', 'Haute', 'Couture', 'Show']"
318,fGH0nBjPMF4,Christian Dior,Savoir-Faire Of A Dior Autumn-Winter 2021-2022 Haute Couture Embroidery,"One of the Paris embroidery specialists that worked on the Dior Autumn-Winter 2021-2022 Haute Couture collection by Maria Grazia Chiuri, Maison Vermont offers a look at the creation of a fabric inspired by an archival sample that’s being recreated with lace appliqués, meandering vermicelli embroidery and tiny crystal sparkles to subtly lift the final effect.

© Melinda Triana
Vermont Paris

#DIOR #DiorCouture #MariaGraziaChiuri","['Dior', 'Christian Dior', 'Maria Grazia Chiuri', 'Vermont Paris', 'Ateliers', 'Petites mains', 'Savoir-faire', 'Dior Savoir-Faire', 'Know-How', 'Excellence', 'Vermont', 'Couture', 'Haute Couture', 'Autumn-Winter 2021-2022', 'Autumn-Winter', ""Women's collection""]",2021-07-09 11:14:07+00:00,88951.0,2176.0,,,44.0,PT1M2S,hd,true,Friday,62.0,16,"['Savoir-Faire', 'Of', 'A', 'Dior', 'Autumn-Winter', '2021-2022', 'Haute', 'Couture', 'Embroidery']"
319,A7XZeWA5F7E,Christian Dior,The Couture-Inspiring Splendor Of The Palazzo Colonna,"With the spectacular embroideries of its Sala dei Ricami having provided the inspiration to artist Eva Jospin for her work ‘Chambre de Soie’, acting as the decor of the Dior Autumn-Winter 2021-2022 Haute Couture show from Maria Grazia Chiuri, discover the fascinating history of Rome’s opulent Palazzo Colonna and its noble family.

© Edoardo Winspeare

#DIOR #DiorCouture #MariaGraziaChiuri","['Dior', 'Christian Dior', 'Maria Grazia Chiuri', 'Haute Couture', 'Autumn-Winter 2021-2022', ""Women's collection"", 'Palazzo Colonna', 'Roma']",2021-07-08 22:35:15+00:00,20003.0,770.0,,,19.0,PT4M36S,hd,true,Thursday,276.0,8,"['The', 'Couture-Inspiring', 'Splendor', 'Of', 'The', 'Palazzo', 'Colonna']"
320,v-v8ty5TOZU,Christian Dior,Poetic plumes of Autumn-Winter 2021-2022 Haute Couture,"Learn about the feather embroidery by Maison Lemarié of the final dress at the unveiling of the Dior Autumn-Winter 2021-2022 Haute Couture collection by Maria Grazia Chiuri. A lyrical evocation of woodland undergrowth, invisible tulle has been embellished with thousands of trimmed and tinted feathers to depict plants such as ferns and weeping willows, an extremely laborious undertaking rendered utterly effortless. 

© Film By Melinda Triana
Maison Lemarié  
Le 19 M

#DIOR #DiorCouture #MariaGraziaChiuri","['Dior', 'Christian Dior', 'Maison Lemarié', 'Le 19 M', 'Autumn-Winter 2021-2022', 'Dior Autumn-Winter 2021-2022', 'Haute Couture', 'Dior Couture', ""Women's collection"", 'Know-how', 'Savoir-faire', 'Dior Savoir-faire']",2021-07-08 13:02:02+00:00,35784.0,1052.0,,,28.0,PT1M1S,hd,true,Thursday,61.0,12,"['Poetic', 'plumes', 'Autumn-Winter', '2021-2022', 'Haute', 'Couture']"
321,TKH6OrNBmnM,Christian Dior,Embroidering the decor for Dior Autumn-Winter 2021-2022 Haute Couture,"Get an insight into the immense amount of work involved in the creation of the embroideries that lined the show space for the unveiling of the Dior Autumn-Winter 2021-2022 Haute Couture by Maria Grazia Chiuri. Undertaken by 300 artisans at the Chanakya School of Craft in Mumbai, India, the work by artist Eva Jospin, ‘Chambre de Soie’, was divided into sections totaling 340m2 before being interpreted as free-flowing, organic embroideries incorporating 150 different kinds of stitches and techniques.

© Chanakya School 
Film by Melinda Triana

#DIOR #DiorCouture #MariaGraziaChiuri","['Dior', 'Christian Dior', 'Haute Couture', 'Dior Couture', 'Chanakya School', 'India', 'Mumbai', 'Maria Grazia Chiuri', ""Women's collection"", 'Savoir-faire', 'Dior Savoir-faire', 'know-how', 'craftsmanship']",2021-07-07 22:23:16+00:00,212143.0,5769.0,,,256.0,PT1M28S,hd,true,Wednesday,88.0,13,"['Embroidering', 'decor', 'Dior', 'Autumn-Winter', '2021-2022', 'Haute', 'Couture']"
322,Xak1F3E9pjg,Christian Dior,Savoir-Faire of a Dior Autumn-Winter 2021-2022 Haute Couture Handwoven Jacket,"Textile designer Aurélia Leblanc discusses the fabric she created specially for the Dior Autumn-Winter 2021-2022 Haute Couture collection by Maria Grazia Chiuri. In a juxtaposition of elements more traditionally associated with workwear and eveningwear, she takes denim fabric, unpicks it, then threads the weft yarns with seed beads before weaving them back in. Creating a new fabric from an old is a long and laborious process undertaken on a handloom, and indicative of the transformational premise at the collection's heart. 

© MelindaTriana

#DIOR #DiorCouture #MariaGraziaChiuri","['Dior', 'Christian Dior', 'Aurélia Leblanc', 'Autumn-Winter 2021-2022', 'Autumn-Winter', 'Haute Couture', 'Dior Couture', 'Couture', 'Savoir-Faire', 'Dior Savoir-Faire', 'Know-How', 'Craftsmanship', 'Forms and fabrics', 'Maria Grazia Chiuri', 'Paris']",2021-07-07 10:19:34+00:00,25775.0,920.0,,,20.0,PT1M2S,hd,true,Wednesday,62.0,15,"['Savoir-Faire', 'Dior', 'Autumn-Winter', '2021-2022', 'Haute', 'Couture', 'Handwoven', 'Jacket']"
